Y,JD,Q1,Q2,Q3,Q4,T2,12LPX,12LPY,12LPZ,14SPZ,14LPX,14LPY,14LPZ,15SPZ,15LPX,15LPY,15LPZ,16SPZ,16LPX,16LPY,16LPZ
70,256,,,,,,,,,,,,,,,,,,,,
70,256,,,,,A,,1,1,1,,,,,,,,,,,
70,256,,,,,A,,1,1,1,,,,,,,,,,,
70,257,,,,,A,,,,,,,,,,,,,,,
70,257,,,,,A,,1,1,1,,,,,,,,,,,
70,258,,,,,A,,1,1,1,,,,,,,,,,,
70,258,,,,,,,,,,,,,,,,,,,,
70,259,,,,,A,,,,,,,,,,,,,,,
70,260,,,,,C,,1,1,1,,,,,,,,,,,
70,260,,,,,A,,1,1,1,,,,,,,,,,,
70,260,,,,,A,,1,1,1,,,,,,,,,,,
70,264,,,,,A,,1,1,1,,,,,,,,,,,
70,264,,,,,A,,1,1,1,,,,,,,,,,,
70,266,,,,,A,,1,1,1,,,,,,,,,,,
70,267,,,,,A,,1,1,1,,,,,,,,,,,
70,267,,,,,A,,1,1,1,,,,,,,,,,,
70,267,,,,,,,1,1,1,,,,,,,,,,,
70,268,,,,,A,,1,1,1,,,,,,,,,,,
70,268,,,,,A,,,1,1,,,,,,,,,,,
70,269,,,,,,,1,1,1,,,,,,,,,,,
70,269,,,,,A,,1,1,1,,,,,,,,,,,
70,269,,,,,A,,1,1,1,,,,,,,,,,,
70,269,,,,,A,,,,,,,,,,,,,,,
70,269,,,,,C,,1,1,1,,,,,,,,,,,
70,270,,,,,A,,1,1,1,,,,,,,,,,,
70,270,,,,,A,,1,1,1,,,,,,,,,,,
70,270,,,,,,,1,,,,,,,,,,,,,
70,270,,,,,A,,,1,,,,,,,,,,,,
70,270,,,,,C,,1,1,1,,,,,,,,,,,
70,271,,,,,A,,1,1,1,,,,,,,,,,,
70,272,,,,,A,,1,1,,,,,,,,,,,,
70,272,,,,,A,,,,,,,,,,,,,,,
70,272,,,,,A,,1,1,1,,,,,,,,,,,
70,275,,,,,,,1,1,,,,,,,,,,,,
70,277,,,,,,,1,1,1,,,,,,,,,,,
70,279,,,,,A,,1,1,1,,,,,,,,,,,
70,279,,,,,,,1,,,,,,,,,,,,,
70,279,,,,,A,,1,1,1,,,,,,,,,,,
70,279,,,,,A,,1,1,1,,,,,,,,,,,
70,279,,,,,A,,,,,,,,,,,,,,,
70,280,,,,,A,,1,1,1,,,,,,,,,,,
70,280,,,,,A,,1,1,,,,,,,,,,,,
70,280,,,,,,,1,,1,,,,,,,,,,,
70,280,,,,,A,,1,1,1,,,,,,,,,,,
70,280,,,,,A,,,,,,,,,,,,,,,
70,281,,,,,A,,1,,,,,,,,,,,,,
70,281,,,,,A,,,,,,,,,,,,,,,
70,281,,,,,A,,1,,,,,,,,,,,,,
70,281,,,,,A,,1,1,1,,,,,,,,,,,
70,282,,,,,,,1,,1,,,,,,,,,,,
70,282,,,,,A,,1,1,1,,,,,,,,,,,
70,283,,,,,A,,,,,,,,,,,,,,,
70,284,,,,,A,,,,,,,,,,,,,,,
70,284,,,,,A,,1,1,1,,,,,,,,,,,
70,287,,,,,C,,1,1,1,,,,,,,,,,,
70,288,,,,,C,,1,1,1,,,,,,,,,,,
70,288,,,,,A,,1,1,,,,,,,,,,,,
70,291,,,,,,,1,1,,,,,,,,,,,,
70,292,,,,,A,,,,,,,,,,,,,,,
70,293,,,,,A,,1,1,1,,,,,,,,,,,
70,293,,,,,A,,1,1,1,,,,,,,,,,,
70,293,,,,,A,,1,1,1,,,,,,,,,,,
70,294,,,,,,,,,,,,,,,,,,,,
70,294,,,,,,,,,1,,,,,,,,,,,
70,294,,,,,A,,1,1,1,,,,,,,,,,,
70,294,,,,,,,1,1,1,,,,,,,,,,,
70,295,,,,,,,1,1,1,,,,,,,,,,,
70,295,,,,,A,,,,,,,,,,,,,,,
70,296,,,,,A,,,,,,,,,,,,,,,
70,296,,,,,A,,,,,,,,,,,,,,,
70,296,,,,,,,,,,,,,,,,,,,,
70,296,,,,,A,,,,,,,,,,,,,,,
70,297,,,,,C,,1,1,1,,,,,,,,,,,
70,297,,,,,A,,,,,,,,,,,,,,,
70,297,6,,,,A,,,,,,,,,,,,,,,
70,298,6,,,,,,,,,,,,,,,,,,,
70,299,,,,,A,,1,1,1,,,,,,,,,,,
70,299,,,,,A,,1,1,1,,,,,,,,,,,
70,299,,,,,A,,1,1,1,,,,,,,,,,,
70,299,,,,,A,,,,,,,,,,,,,,,
70,300,,,,,A,,1,1,1,,,,,,,,,,,
70,300,,,,,C,,1,1,1,,,,,,,,,,,
70,301,,,,,,,1,1,,,,,,,,,,,,
70,301,,,,,,,,1,,,,,,,,,,,,
70,305,,,,,,,,,,,,,,,,,,,,
70,307,,,,,,,1,1,,,,,,,,,,,,
70,307,,,,,A,,1,1,1,,,,,,,,,,,
70,307,,,,,A,,1,1,1,,,,,,,,,,,
70,307,,,,,A,,1,,,,,,,,,,,,,
70,307,,,,,A,,1,1,1,,,,,,,,,,,
70,308,,,,,,,,,,,,,,,,,,,,
70,308,,,,,A,,1,1,1,,,,,,,,,,,
70,308,,,,,A,,1,,,,,,,,,,,,,
70,310,,,,,A,,1,1,1,,,,,,,,,,,
70,310,,,,,A,,1,1,1,,,,,,,,,,,
70,311,,,,,C,,1,1,1,,,,,,,,,,,
70,311,,,,,A,,1,1,1,,,,,,,,,,,
70,312,,,,,,,1,,,,,,,,,,,,,
70,312,,,,,,,1,1,1,,,,,,,,,,,
70,314,,,,,,,,,,,,,,,,,,,,
70,314,,,,,C,,1,1,1,,,,,,,,,,,
70,316,,,,,,,,,,,,,,,,,,,,
70,316,,,,,,,,,,,,,,,,,,,,
70,316,,,,,C,,1,1,1,,,,,,,,,,,
70,319,,,,,,,,,,,,,,,,,,,,
70,320,,,,,C,,1,1,1,,,,,,,,,,,
70,320,,,,,,,,,,,,,,,,,,,,
70,321,,,,,A,,,1,1,,,,,,,,,,,
70,321,,,,,A,,1,1,1,,,,,,,,,,,
70,321,,,,,A,,1,1,1,,,,,,,,,,,
70,321,,,,,A,,,,,,,,,,,,,,,
70,322,,,,,A,,,,,,,,,,,,,,,
70,323,,,,,,,,,,,,,,,,,,,,
70,324,,,,,A,,,1,1,,,,,,,,,,,
70,324,,,,,A,,,,,,,,,,,,,,,
70,324,,,,,A,,1,1,1,,,,,,,,,,,
70,324,,,,,A,,,,,,,,,,,,,,,
70,324,,,,,A,,,,,,,,,,,,,,,
70,328,,,,,A,,1,1,1,,,,,,,,,,,
70,330,,,,,,,,,,,,,,,,,,,,
70,332,,,,,A,,,,,,,,,,,,,,,
70,332,,,,,A,,1,1,1,,,,,,,,,,,
70,332,,,,,,,,,,,,,,,,,,,,
70,333,,,,,,,1,,,,,,,,,,,,,
70,334,,,,,C,,1,1,1,,,,,,,,,,,
70,334,,,,,A,,1,1,1,,,,,,,,,,,
70,334,,,,,A,,1,1,1,,,,,,,,,,,
70,335,,,,,A,,,,,,,,,,,,,,,
70,335,,,,,A,,1,1,1,,,,,,,,,,,
70,336,,,,,A,,1,1,,,,,,,,,,,,
70,336,,,,,A,,1,1,1,,,,,,,,,,,
70,336,,,,,A,,,1,,,,,,,,,,,,
70,336,,,,,A,,1,1,1,,,,,,,,,,,
70,336,,,,,A,,,,,,,,,,,,,,,
70,337,,,,,A,,1,1,1,,,,,,,,,,,
70,338,,,,,A,,1,1,,,,,,,,,,,,
70,342,,,,,A,,,,,,,,,,,,,,,
70,345,,,,,C,,1,1,1,,,,,,,,,,,
70,345,,,,,,,,,,,,,,,,,,,,
70,347,,,,,A,,1,1,1,,,,,,,,,,,
70,347,,,,,C,,1,1,1,,,,,,,,,,,
70,348,,,,,A,,1,1,1,,,,,,,,,,,
70,348,,,,,A,,,,,,,,,,,,,,,
70,348,,,,,A,,,,,,,,,,,,,,,
70,350,,,,,A,,1,1,1,,,,,,,,,,,
70,350,,,,,A,,,1,1,,,,,,,,,,,
70,350,,,,,,,,,,,,,,,,,,,,
70,350,,,,,A,,1,1,1,,,,,,,,,,,
70,351,,,,,C,,1,1,1,,,,,,,,,,,
70,353,,,,,A,,,,,,,,,,,,,,,
70,354,,,,,A,,,,,,,,,,,,,,,
70,357,,,,,A,,,,,,,,,,,,,,,
70,358,,,,,A,,,,,,,,,,,,,,,
70,360,,,,,,,,,,,,,,,,,,,,
70,360,,,,,A,,1,1,1,,,,,,,,,,,
70,361,,,,,A,,1,1,1,,,,,,,,,,,
70,361,,,,,A,,1,1,1,,,,,,,,,,,
70,362,,,,,C,,1,1,1,,,,,,,,,,,
70,362,,,,,A,,1,1,1,,,,,,,,,,,
70,362,,,,,A,,1,1,,,,,,,,,,,,
70,362,,,,,A,,,,1,,,,,,,,,,,
70,362,,,,,A,,1,1,1,,,,,,,,,,,
70,363,,,,,A,,,,,,,,,,,,,,,
70,363,,,,,A,,,,,,,,,,,,,,,
70,363,,,,,A,,,,,,,,,,,,,,,
70,365,,,,,,,1,1,1,,,,,,,,,,,
70,365,,,,,A,,1,1,1,,,,,,,,,,,
70,365,,,,,A,,1,1,1,,,,,,,,,,,
71,3,,,,,C,,1,1,1,,,,,,,,,,,
71,4,,,,,,,,,,,,,,,,,,,,
71,4,,,,,,,,,,,,,,,,,,,,
71,4,,,,,A,,,,,,,,,,,,,,,
71,4,,,,,,,1,1,1,,,,,,,,,,,
71,4,,,,,C,,1,1,1,,,,,,,,,,,
71,5,,,,,C,,1,1,1,,,,,,,,,,,
71,5,,,,,,,,,,,,,,,,,,,,
71,9,,,,,A,,,,,,,,,,,,,,,
71,9,6,,,,A,,1,1,1,,,,,,,,,,,
71,9,,,,,A,,,,,,,,,,,,,,,
71,10,,,,,,,,1,1,,,,,,,,,,,
71,10,,,,,,,,,,,,,,,,,,,,
71,10,,,,,A,,,,,,,,,,,,,,,
71,10,,,,,A,,1,1,1,,,,,,,,,,,
71,10,,,,,A,,,,,,,,,,,,,,,
71,10,,,,,A,,1,1,1,,,,,,,,,,,
71,11,,,,,A,,,,,,,,,,,,,,,
71,11,,,,,,,1,1,1,,,,,,,,,,,
71,11,,,,,,,1,1,,,,,,,,,,,,
71,11,,,,,A,,1,1,1,,,,,,,,,,,
71,12,,,,,C,,,,,,,,,,,,,,,
71,12,,,,,A,1,1,1,1,,,,,,,,,,,
71,12,,,,,A,,1,1,1,,,,,,,,,,,
71,13,,,,,C,,1,1,1,,,,,,,,,,,
71,15,,,,,C,,1,1,1,,,,,,,,,,,
71,17,,,,,,,,,,,,,,,,,,,,
71,17,,,,,C,,1,1,1,,,,,,,,,,,
71,18,,,,,,,1,1,,,,,,,,,,,,
71,18,,,,,,,1,1,1,,,,,,,,,,,
71,20,,,,,A,,,,,,,,,,,,,,,
71,21,,,,,A,,1,1,1,,,,,,,,,,,
71,21,,,,,,,1,1,1,,,,,,,,,,,
71,22,,,,,A,,,,,,,,,,,,,,,
71,22,,,,,,,,,,,,,,,,,,,,
71,22,,,,,A,,1,1,1,,,,,,,,,,,
71,22,,,,,A,,,,,,,,,,,,,,,
71,22,,,,,A,,1,1,1,,,,,,,,,,,
71,23,,,,,,,1,1,1,,,,,,,,,,,
71,23,,,,,A,,,,,,,,,,,,,,,
71,23,,,,,A,,1,1,1,,,,,,,,,,,
71,24,,,,,A,,,,,,,,,,,,,,,
71,24,,,,,A,,1,,,,,,,,,,,,,
71,24,,,,,A,,1,1,1,,,,,,,,,,,
71,24,,,,,A,,1,1,,,,,,,,,,,,
71,24,,,,,,,1,1,1,,,,,,,,,,,
71,24,,,,,A,,,,,,,,,,,,,,,
71,25,,,,,,,1,1,1,,,,,,,,,,,
71,25,,,,,A,,,,,,,,,,,,,,,
71,27,,,,,A,,1,1,1,,,,,,,,,,,
71,28,,,,,C,,1,1,1,,,,,,,,,,,
71,28,,,,,A,,1,1,1,,,,,,,,,,,
71,29,,,,,C,,1,1,1,,,,,,,,,,,
71,31,,,,,,,,1,,,,,,,,,,,,
71,31,,,,,A,,,1,,,,,,,,,,,,
71,33,,,,,C,,,,,,,,,,,,,,,
71,34,,,,,C,,1,1,1,,,,,,,,,,,
71,35,,,,,S,,,,,,,,,,,,,,,
71,37,,,,,A,,,,,,,,,,,,,,,
71,37,,,,,A,,,,,,,,,,,,,,,
71,38,,,,,L,,,,,1,1,1,1,,,,,,,
71,38,,,,,A,,,,1,,,,,,,,,,,
71,38,,,,,A,,1,1,1,,1,,1,,,,,,,
71,38,,,,,A,,,,,,,,,,,,,,,
71,38,,,,,,,,,,,,,,,,,,,,
71,38,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,39,,,,,A,,1,1,,,,,,,,,,,,
71,39,,,,,A,,,,,,,,,,,,,,,
71,39,,,,,A,,1,1,,,1,1,1,,,,,,,
71,40,,,,,A,,,,,,,,,,,,,,,
71,40,,,,,C,,1,1,1,,1,1,1,,,,,,,
71,41,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,41,,,,,C,,,,,,1,1,,,,,,,,
71,41,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,41,,2,,,,,,,,,,,,,,,,,,
71,42,,,,,C,,,,1,1,1,1,1,,,,,,,
71,43,,,,,C,,,,,1,1,1,,,,,,,,
71,44,,,,,C,,,,,,1,1,,,,,,,,
71,44,,,,,C,,,,,,1,1,1,,,,,,,
71,44,,,,,A,,,,,,,,,,,,,,,
71,45,,2,,,,,,,,,,,,,,,,,,
71,45,,,,,,1,1,,,1,,,,,,,,,,
71,45,,2,,,,,1,1,1,,,,,,,,,,,
71,45,,,,,A,,1,1,,,,,,,,,,,,
71,46,,,,,,1,1,1,,,,,,,,,,,,
71,46,,,,,C,,1,1,1,1,1,1,1,,,,,,,
71,46,,,,,C,,,,,1,1,1,,,,,,,,
71,47,,,,,C,,,,,,1,1,,,,,,,,
71,47,,,,,C,,1,1,,,1,1,,,,,,,,
71,47,,,,,,,,,,,,,,,,,,,,
71,49,,,,,A,,1,1,1,1,1,1,1,,,,,,,
71,50,,,,,A,,,,,,,,,,,,,,,
71,50,,,,,C,,1,1,1,,1,1,1,,,,,,,
71,50,,,,,A,,,,,,1,1,,,,,,,,
71,50,,,,,A,,,,,,1,1,,,,,,,,
71,50,,,,,A,,,,,,1,1,,,,,,,,
71,50,,,,,A,,,,,,,,,,,,,,,
71,50,,,,,A,,1,1,1,1,1,1,1,,,,,,,
71,50,,,,,,,,,,,,1,,,,,,,,
71,50,,,,,A,,,,,,,,,,,,,,,
71,50,,,,,A,,,,,,,1,,,,,,,,
71,51,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,51,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,51,,,,,C,,,,,,,,,,,,,,,
71,51,,,,,A,,,,,,,,,,,,,,,
71,51,,,,,C,,1,1,1,,,,,,,,,,,
71,51,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,51,,,,,A,,,,,,1,1,1,,,,,,,
71,51,,,,,A,,,,,,1,1,1,,,,,,,
71,51,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,51,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,51,,,,,A,,,,,,1,1,,,,,,,,
71,51,,,,,A,,,,,,1,1,,,,,,,,
71,52,,,,,A,,,,1,,1,1,,,,,,,,
71,52,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,52,,,,,A,,,1,1,,1,1,1,,,,,,,
71,52,,,,,A,,,,,,1,1,,,,,,,,
71,52,,,,,A,,,,,,1,1,1,,,,,,,
71,53,,,,,A,,,1,,,1,1,,,,,,,,
71,53,,,,,A,,,,,,1,1,,,,,,,,
71,53,,,,,A,,,,,,,,,,,,,,,
71,53,,,,,A,,,,,,1,1,,,,,,,,
71,53,,,,,A,,,,,,,,,,,,,,,
71,53,,,,,A,,,,,,,,,,,,,,,
71,53,,,,,A,,1,1,1,1,1,1,1,,,,,,,
71,53,,,,,A,,,,,,1,1,,,,,,,,
71,54,,,,,A,,,,,,1,1,,,,,,,,
71,54,,,,,A,,,,,,1,1,,,,,,,,
71,54,,,,,,,,,,,1,1,,,,,,,,
71,54,,,,,A,,,,,1,1,1,,,,,,,,
71,54,,,,,A,,,,,,1,1,,,,,,,,
71,55,,,,,A,,1,1,,,1,1,,,,,,,,
71,55,,,,,A,,,1,,1,1,1,,,,,,,,
71,55,,,,,A,,,,,,1,1,,,,,,,,
71,56,,,,,A,,,,,,1,1,,,,,,,,
71,56,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,56,,,,,A,,,,,,,,,,,,,,,
71,56,,,,,,,,,,,,,,,,,,,,
71,57,,,,,A,,,,,,1,,,,,,,,,
71,57,,,,,A,,,1,,,1,1,,,,,,,,
71,58,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,59,,,,,A,,,,,,1,1,,,,,,,,
71,59,,,,,C,,,1,1,,1,1,1,,,,,,,
71,60,,,,,A,,1,1,1,1,1,1,1,,,,,,,
71,60,,,,,A,,,1,,,1,1,1,,,,,,,
71,60,,,,,A,,,1,,,1,1,,,,,,,,
71,63,,,,,,,,,,,1,1,,,,,,,,
71,63,,,,,,,,,,,1,1,,,,,,,,
71,63,2,,,,A,,,,,,1,1,,,,,,,,
71,64,2,,,,A,,1,1,1,1,1,1,,,,,,,,
71,64,2,,,,,,,,,,1,1,,,,,,,,
71,64,,,,,,,,,,,,,,,,,,,,
71,64,,,,,,,,,,,,,,,,,,,,
71,64,,,,,,,,,,,,,,,,,,,,
71,65,,,,,,,,,,,,,,,,,,,,
71,65,,,,,C,,,,,,,,,,,,,,,
71,65,,,,,,,,,,,,,,,,,,,,
71,65,,2,,,,,1,1,1,,,,,,,,,,,
71,65,,2,,,,,,,,,,,,,,,,,,
71,65,,2,,,,,,,,,,,,,,,,,,
71,65,,2,,,A,,1,1,1,,1,1,,,,,,,,
71,65,,,,,,,1,1,1,,1,1,,,,,,,,
71,65,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,66,,,,,A,,,,,,1,1,,,,,,,,
71,66,,,,,,,,,,,1,1,,,,,,,,
71,66,,,,,C,,1,1,,,1,1,,,,,,,,
71,67,,,,,A,,,,,,1,1,,,,,,,,
71,67,,,,,A,,1,1,,,1,1,,,,,,,,
71,67,,,,,,,,,,,,,,,,,,,,
71,67,,,,,A,,,,,,1,1,,,,,,,,
71,67,,,,,A,,1,1,1,,1,1,,,,,,,,
71,67,,,,,,,1,1,1,,1,1,,,,,,,,
71,67,,,,,A,,,,,,1,1,,,,,,,,
71,67,,,,,A,,1,1,,,1,1,1,,,,,,,
71,68,,,,,A,,1,1,,,1,1,1,,,,,,,
71,68,,,,,,,,,,,,,,,,,,,,
71,68,,,,,,,,,,,1,1,,,,,,,,
71,68,,,,,,,1,1,,,1,1,,,,,,,,
71,68,,,,,,,,,,,1,1,,,,,,,,
71,68,,,,,A,,1,1,,,1,1,1,,,,,,,
71,69,,,,,A,,,,,,1,1,,,,,,,,
71,69,,,,,A,,1,1,1,,1,1,,,,,,,,
71,69,,,,,A,,1,1,,,1,1,,,,,,,,
71,69,,,,,A,,1,1,,,,,,,,,,,,
71,69,,,,,A,,1,,1,,,,,,,,,,,
71,69,,,,,A,,1,1,1,,,,,,,,,,,
71,69,,,,,A,,,,,,,,,,,,,,,
71,69,,,,,,,,,,,,,,,,,,,,
71,70,,,,,,,,,,,1,1,,,,,,,,
71,70,,,,,A,1,1,1,1,,,,,,,,,,,
71,71,,,,,C,,1,1,1,,,,,,,,,,,
71,71,,3,,,,,,,,,,,,,,,,,,
71,71,,,,,C,,,,,,1,1,,,,,,,,
71,71,,,,,C,,,,,,1,1,,,,,,,,
71,71,,,,,C,,,,,,1,1,,,,,,,,
71,71,,,,,C,,,,,,1,1,,,,,,,,
71,72,,,,,C,,,,,,1,1,,,,,,,,
71,72,,,,,,,,,,,1,1,,,,,,,,
71,72,,,,,A,,,,,,1,1,,,,,,,,
71,72,,,,,A,,,,,,1,1,,,,,,,,
71,72,,,,,A,,1,1,,,1,1,,,,,,,,
71,73,,,,,,,,,,,1,1,,,,,,,,
71,73,,,,,C,,,,,1,1,,,,,,,,,
71,73,,,,,C,,,,,,1,1,,,,,,,,
71,74,,,,,A,,,,,,1,1,,,,,,,,
71,74,,,,,C,,1,1,1,1,1,1,1,,,,,,,
71,74,,,,,A,,,,,,1,1,,,,,,,,
71,74,,,,,,,1,,,,1,1,,,,,,,,
71,76,,,,,A,,1,1,1,,1,1,,,,,,,,
71,76,,,,,,,,,,,1,1,,,,,,,,
71,76,,,,,A,,,,,,1,1,,,,,,,,
71,76,,,,,A,,1,1,,,,,,,,,,,,
71,77,,,,,A,,1,1,,,,,,,,,,,,
71,77,,,,,A,,1,1,,,,,,,,,,,,
71,77,,,,,A,,1,1,,,,,,,,,,,,
71,77,,,,,A,,1,1,,,,,,,,,,,,
71,77,,,,,A,,,,,,1,1,,,,,,,,
71,78,,,,,A,,1,1,,,1,1,,,,,,,,
71,78,,,,,A,,,,,,1,1,,,,,,,,
71,78,,,,,A,,,1,,,1,1,,,,,,,,
71,78,,,,,C,,1,1,1,,1,1,,,,,,,,
71,78,,,,,A,,,,,,,,,,,,,,,
71,78,,,,,A,,,,,,,,,,,,,,,
71,78,,,,,A,,,,,,1,1,,,,,,,,
71,78,,,,,A,,,,,,,,,,,,,,,
71,78,,,,,A,,,,,,1,1,,,,,,,,
71,78,,,,,C,,,1,1,,1,1,,,,,,,,
71,78,,,,,,,1,1,,,1,1,,,,,,,,
71,78,,,,,C,,1,1,1,1,1,1,1,,,,,,,
71,78,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,78,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,79,,,,,,,1,1,1,,1,1,1,,,,,,,
71,79,,,,,A,,,,,,,,,,,,,,,
71,79,,,,,A,,,,,,1,1,,,,,,,,
71,79,,,,,C,,1,1,1,,1,1,,,,,,,,
71,79,,,,,A,,1,1,1,,1,1,,,,,,,,
71,79,,2,,,,,1,1,1,,,,,,,,,,,
71,80,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,80,,,,,C,,,1,,,1,1,,,,,,,,
71,80,,,,,A,,1,1,,,1,1,,,,,,,,
71,80,,,,,A,,,,,,,,,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,80,,,,,A,,,,,,,,,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,80,,,,,A,,1,1,1,1,1,1,1,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,80,,,,,A,,,,,,1,,,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,80,,,,,A,,,,,,1,1,,,,,,,,
71,81,,,,,A,,,,,,,1,,,,,,,,
71,81,,,,,A,,,,,,1,1,,,,,,,,
71,81,,,,,A,,,,,,1,1,,,,,,,,
71,81,,,,,A,,,,,,1,1,,,,,,,,
71,81,,,,,,,,,,,1,1,,,,,,,,
71,81,,,,,A,,,,,,,1,,,,,,,,
71,81,,,,,,,,,,,,,,,,,,,,
71,81,,,,,,,,,,,,,,,,,,,,
71,81,,,,,,,,,,,1,1,,,,,,,,
71,81,,,,,,,,,,,,,,,,,,,,
71,81,,,,,A,,,,,,,,,,,,,,,
71,81,,,,,A,,,,,,,,,,,,,,,
71,81,,,,,A,,,,,,,,,,,,,,,
71,81,,,,,,,,,,,,,,,,,,,,
71,81,,,,,,,,,,,1,1,,,,,,,,
71,81,,,,,A,,,,,,1,1,,,,,,,,
71,81,,,,,,,,,,,,,,,,,,,,
71,82,,,,,,,,,,,1,1,,,,,,,,
71,82,,,,,A,,,1,,,1,1,,,,,,,,
71,82,,,,,A,,,,,,1,1,,,,,,,,
71,82,,,,,,,,,,,,,,,,,,,,
71,82,,,,,A,,,,,,,,,,,,,,,
71,82,,,,,,,,,,,,,,,,,,,,
71,82,,,,,A,,,,,,,,,,,,,,,
71,82,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,83,,,,,,,,,,,,,,,,,,,,
71,83,,,,,A,,,,,,,,,,,,,,,
71,83,,,,,,,,,,,,,,,,,,,,
71,83,,,,,C,,,,,1,1,1,,,,,,,,
71,83,,,,,,,,,,,,,,,,,,,,
71,83,,,,,C,,,,,1,1,1,,,,,,,,
71,83,,,,,A,,,,,,1,1,,,,,,,,
71,83,,,,,A,,,,,,1,1,,,,,,,,
71,83,,,,,,,,,,,,,,,,,,,,
71,83,,,,,A,,,,,,,,,,,,,,,
71,83,,,,,,,,,,,,,,,,,,,,
71,84,,,,,A,,,,,,,,,,,,,,,
71,84,,,,,A,,,,,,1,1,,,,,,,,
71,84,,,,,A,,,,,,,,,,,,,,,
71,84,,,,,C,,1,1,1,,1,1,1,,,,,,,
71,84,,,,,,,,,,,,,,,,,,,,
71,85,,,,,A,,1,1,1,,1,1,1,,,,,,,
71,85,,,,,A,,,,,,,1,,,,,,,,
71,85,6,,,,C,,1,1,1,1,1,1,,,,,,,,
71,85,,,,,C,,1,1,1,,1,1,1,,,,,,,
71,86,,,,,A,,,,,,1,1,,,,,,,,
71,86,,6,,,,,,,,,,,,,,,,,,
71,86,6,6,,,A,,,,,,,1,,,,,,,,
71,86,,,,,,,,,,,,1,,,,,,,,
71,86,,,,,,,,,,,,,,,,,,,,
71,86,,,,,C,,1,1,1,1,1,1,1,,,,,,,
71,88,,,,,,,,,,,,,,,,,,,,
71,88,,,,,A,,,,,,1,1,1,,,,,,,
71,89,,,,,A,,1,1,,,1,1,,,,,,,,
71,89,,,,,A,,1,1,,,1,1,,,,,,,,
71,89,,,,,C,,,,,1,1,1,,,,,,,,
71,90,,,,,A,,,,,,,,,,,,,,,
71,90,,,,,,,,,,,1,1,,,,,,,,
71,90,,,,,A,,,,,,1,1,,,,,,,,
71,91,,,,,,,,,,,,,,,,,,,,
71,91,,,,,A,,,,,,1,1,,,,,,,,
71,91,,,,,A,,,1,1,1,1,1,,,,,,,,
71,91,,,,,,,,,,,,,,,,,,,,
71,91,,,,,,,,,,,,,,,,,,,,
71,91,,,,,,,,,,,,,,,,,,,,
71,91,,,,,,,,,,,,,,,,,,,,
71,91,,,,,C,,,,,1,1,1,,,,,,,,
71,91,,,,,A,,1,1,1,1,1,1,,,,,,,,
71,91,,,,,A,,,,,,,1,,,,,,,,
71,91,,,,,A,,,,,1,,1,,,,,,,,
71,91,,,,,A,,,,,1,1,1,,,,,,,,
71,92,,,,,A,,,,,,1,1,,,,,,,,
71,92,,,,,A,,,,,,,,,,,,,,,
71,92,,,,,,,,,,,,,,,,,,,,
71,92,,,,,,,,,,,,,,,,,,,,
71,92,,,,,,,,,,1,1,,,,,,,,,
71,92,,,,,,,,,,,,1,,,,,,,,
71,92,,,,,,,,,,,,,,,,,,,,
71,92,,,,,A,,,,,,1,1,,,,,,,,
71,92,,,,,A,,,,,,,,,,,,,,,
71,92,,,,,,,,,,,,,,,,,,,,
71,92,,,,,A,,,,,,,,,,,,,,,
71,92,,,,,A,,1,1,1,1,1,1,1,,,,,,,
71,92,,,,,A,,,,,,,1,,,,,,,,
71,92,,,,,,,,,,,,,,,,,,,,
71,92,,,,,A,,,,,,,,,,,,,,,
71,93,,,,,A,,1,1,1,1,1,1,,,,,,,,
71,93,,,,,C,,1,1,1,,1,1,,,,,,,,
71,93,,,,,A,,,,,,,1,,,,,,,,
71,93,,,,,A,,1,1,1,,,,,,,,,,,
71,93,,,,,,,,,,,1,1,,,,,,,,
71,93,,,,,,,,,,,1,1,,,,,,,,
71,93,,,,,A,,,,,1,1,1,,,,,,,,
71,93,,,,,A,,,,,,,1,,,,,,,,
71,93,,,,,,,,,,,,1,,,,,,,,
71,93,,,,,,,,,,,,,,,,,,,,
71,93,,,,,A,,,,,,,1,,,,,,,,
