Y,JD,Q1,Q2,Q3,Q4,T2,12LPX,12LPY,12LPZ,14SPZ,14LPX,14LPY,14LPZ,15SPZ,15LPX,15LPY,15LPZ,16SPZ,16LPX,16LPY,16LPZ
73,2,,,,2,,,,,,,1,,,,,,,,,
73,2,,,,2,,,,,,,1,,,,,,,,,
73,2,,,,1,A,,,,,1,1,,,,,,,,,
73,2,,,,1,A,,,,,1,1,,,,,,,,,
73,2,,,,2,A,,,,,,,,,,,,,,,
73,2,,,,2,,,,,,,,,,,,,,,,
73,2,,,,2,A,,,,,,,,,,,,,,,
73,3,,,,,A,,,,,,,,,,,,,,,
73,3,,,,2,A,,,,,1,1,,,1,1,1,,1,1,1
73,3,,,,2,A,,,,,,,,,,,,,,,
73,3,,,,2,A,,,,,,1,,,,,,,,,
73,3,,,,,A,,,,,,,,,,,,,,,
73,3,,,,2,A,,,,,,,,,,,,,1,1,1
73,3,,2,,2,A,,,,,,,,,,,,,1,1,
73,3,,2,,2,A,,,,,,,,,,,,,1,1,1
73,3,,2,,2,A,,,,,,,,,,,,,,,
73,3,,,,2,C,,,,1,,,,,,,,,,,
73,3,,,,2,C,,,,1,1,1,,,,,,,,,
73,4,,,,2,A,,,,,,,,,,,,,,,
73,4,,,,2,A,,,,,,,,,,,,,,,
73,4,,,,2,,,,,,,,,,,,,,,,
73,4,,,,2,A,,,,,,,,,,,,,1,1,
73,4,,,,2,A,,,,,,,,,,,,,1,1,
73,4,,,,2,,,,,,,,,,,,,,,,
73,4,,,,2,A,,,,,,1,,,,,,,1,1,1
73,4,,,,2,A,,,,,,,,,,,,,,,
73,4,,,,2,A,,,,,,,,,,,,,,,
73,4,,,,2,A,,,,,,,,,,,,,,,
73,4,,,,2,A,,,,,,,,,,,,,,,
73,4,,,,2,A,1,1,1,,1,1,,,,,,,1,1,1
73,5,,,2,2,A,,,,1,,,,,,,,,1,1,1
73,5,,,,2,A,,,,,,,,,,,,,,,
73,5,,,,2,A,,,,,,,,,,,,,,,
73,5,,,,2,A,,,,,,1,,,,,,,1,1,
73,5,,,,2,A,,,,,,,,,,,,,1,1,1
73,5,,,,2,A,,,,,,,,,,,,,1,1,1
73,5,,,,2,A,,,,,,,,,,,,,,,
73,5,,,,,A,,,,,,,,,,,,,,,
73,5,,,,2,A,1,1,1,,1,1,,,1,1,1,1,1,1,1
73,6,,,,2,A,1,1,1,1,1,1,,,,,,,1,1,
73,6,,,,2,A,,,,,,1,,,,1,1,,,,
73,6,,,,2,A,,,,,,,,,,,,,,,
73,6,,,,2,A,,,,,1,1,,,1,1,1,,1,1,1
73,6,,,,2,A,1,1,1,,1,1,,,,,,,1,1,1
73,6,,,,2,A,,1,1,,1,1,,,,,1,,1,1,1
73,6,,,,2,A,,,,,,1,,,,,,,1,1,
73,6,,,,2,,,,,,,,,,,,,,,,
73,6,,,,2,,,,,,,1,,,,,,,,,
73,7,,,,2,C,,1,1,1,1,1,,,,,1,,,,
73,7,,,,2,,,,,,,,,,,,,,,,
73,7,,,,2,A,,,,,1,1,,,,,,,,,
73,7,,,,2,A,,1,1,1,1,1,,,,,,,,,
73,7,,,,2,A,,,,,1,1,,,,,,,1,1,
73,8,,,,2,A,,,,,1,1,,,,,,,,,
73,8,,,,2,,,,,,1,1,,,1,1,1,,,,
73,8,,,,,,,,,,,,,1,1,1,,,,,
73,8,,,,,A,,,,,1,1,,,,,,,,,
73,8,,,,,A,,,,,,,,,,,,,,,
73,9,,,,,,,,,,,,,1,1,1,,,,,
73,10,,,,,A,,,,,,,,,,,,,,,
73,10,,,,,A,,,,1,1,1,,,,,,,,,
73,10,,,,,A,,,,1,1,1,,,,,,,,,
73,10,,,,,A,,,,,,,,,,,,,,,
73,11,,,,,C,,,,1,1,1,,,,,,,,,
73,11,,,,,,,,,,,,,,,,,,,,
73,11,,,,,A,,,,,1,1,,,,,,,,,
73,11,,,,,A,1,1,1,,,,,,,,,,1,1,1
73,11,,,,,A,,,,,,,,,1,1,1,,,,
73,11,,,,,,,,,,,,,,,,,,,,
73,12,,,,,A,,1,1,,1,1,,,,,,,,1,
73,12,,,,,A,,,,,1,1,,,,,,,,,
73,12,,,,,,,,,,1,1,,,,,,,,,
73,12,,,,,A,,,,,1,1,,,,,,,1,1,1
73,12,,,,,,,,,,1,1,,,,,,,,,
73,12,,,,,A,,,,,1,1,,,,,,,,,
73,12,,,,,A,,,,,,,,,,,,,,,
73,12,,,,,,,,,,,,,,,,,,,,
73,13,,,,,,,,,,,,,,,,,,,,
73,13,,,,,A,,,,,,,,,,,,,,1,
73,13,,,,,A,1,1,1,,1,1,,,,,,,1,1,1
73,13,,,,,A,,,,,,,,,,,,,1,1,
73,13,,2,2,,A,,,,,,,,,,,,,,,
73,13,,2,,,A,,,,,,,,,,,,,,,
73,13,,2,2,,,,,,,,,,,,,,,,,
73,14,,,,,,,,,,,,,,,,,,,,
73,14,,,,,A,1,1,1,,,,,,,,,,,,
73,14,,,,,A,,1,1,,,1,,,1,1,,,1,1,
73,14,,,,,T,,,,,,,,,,,,,,,
73,14,,,,,,,,,,,,,,,,,,,,
73,14,,,,,,,,,,,,,,,,,,,,
73,14,,2,,,,,,,,,,,,,,,,,,
73,14,,,,,,,,,,,,,,,,,,,,
73,14,,,,,,,,,,,,,,,,,,,,
73,14,,,,,,,,,,,,,,,,,,,,
73,14,,,,,A,1,1,1,1,1,1,,,1,1,,1,1,1,1
73,15,,,,,T,,,,,,,,,,,,,,,
73,15,,,,,A,,,,,,,,,,,,,,,
73,15,,,,,,,,,,,,,,,,,,,,
73,15,,2,2,,A,,,,,,,,,,,,,,,
73,15,,2,,,T,,,,,,,,,,,,,,,
73,15,,,,,T,,,,,,,,,,,,,,,
73,15,,,,,A,,,,,,,,,,,,,,,
73,15,,,,,T,,,,,,,,,,,,,,,
73,15,,,,,A,,,,1,,,,,,,,,,,
73,15,,,,,A,,,1,,1,1,,,1,1,,,,1,1
73,15,,,,,T,,,,,,,,,,,,,,,
73,16,,,,,A,,,,,,,,,,,,,1,1,1
73,16,,,,,,,,,,,,,,,,,,,,
73,16,,,,,,,,,,,,,,,,,,,,
73,16,,,,,,,,,,,,,,,,,,,,
73,16,,1,,,A,,,,,,,,,,,,,,,
73,16,,,,,T,,,,,,,,,,,,,,,
73,17,,,,,,,,,,,,,,,,,,,,
73,17,,,,,,,,,,,,,,,,,,,,
73,17,,,,,A,,,,,,,,,,,,,,,
73,17,,,,,,,,,,,,,,,,,,,,
73,17,,,,,,,,,,,,,,,,,,,,
73,17,,,,,A,1,1,1,,1,1,,,1,1,,,1,1,
73,17,,,,,,,,,,,,,,,,,,,,
73,17,,,,,,,,,,,,,,,,,,,,
73,17,,2,,,A,1,1,1,,,,,,,,,,,,
73,17,,,,,A,1,1,1,,1,1,,,1,1,,,1,1,
73,17,,2,,,,,,,,,,,,,,,,,,
73,17,,,,,,,,,,,,,,,,,,,,
73,18,,,,,,1,1,1,,1,1,,,,1,,,1,1,1
73,18,,4,,,C,1,1,1,1,1,1,,,1,1,1,1,1,1,1
73,18,,,,,C,1,1,1,1,1,1,,,,,,1,1,1,1
73,19,,1,,,,,,,,,,,,,,,,,,
73,19,,,,,T,,,,,,,,,,,,,,,
73,19,,,,,T,,,,,,,,,,,,,,,
73,19,,,,,T,,,,,,,,,,,,,,,
73,19,,,,,T,,,,,,,,,,,,,,,
73,19,,,,,T,,,,,,,,,,,,,,,
73,20,,,,,A,1,1,1,,,,,,,,,,1,1,1
73,20,,,,,T,,,,,,,,,,,,,,,
73,20,,,,,T,,,,,,,,,,,,,,,
73,20,,,,,,,,,,,,,,,,,,,,
73,20,,,,,A,,,,,1,1,,,,,,,,,
73,20,,,,,A,,,,,1,1,,,,,,,,,
73,20,,,,,,1,1,1,1,1,1,,,,1,,,1,1,1
73,20,,,,,,,,,,,,,,,,,,,,
73,20,,,,,,1,1,,,1,1,,,,,,,,,
73,20,,,,,,,,,,,,,,,,,,,,
73,20,,,,,,,,,,,,,,,,,,,,
73,20,,,,,,,,,,,,,,,,,,,,
73,20,,,,,A,,,,,1,1,,,,,,,,,
73,21,,,,,A,,,,,1,1,,,,,,,,,
73,21,,,,,,,,,,,,,,,,,,,,
73,21,,,,,A,,,,,1,1,,,,,,,,,
73,22,,,,,A,,,,,,,,,,,,,,,
73,22,,,1,,,,,,,,,,,,,,,,,
73,22,,,1,,,,,,,,,,,,,,,,,
73,22,,,,,A,1,1,1,,1,1,,,,,,,1,1,1
73,23,,,,,A,,1,1,,1,1,,,,,,,,,
73,23,,,,2,,,,,,1,1,,,,,,,,,
73,23,,2,,,,,,,1,1,1,,,,,,,,,
73,23,,,,,,,,,,,,,,1,1,,,,,
73,24,,2,2,2,C,,,,,,,,,,,,,,,
73,25,,,2,,C,,,,,,,,,,,,,1,1,1
73,25,,,,,C,,,,,,,,,,,,,,,
73,26,,2,2,,C,,,,,,,,,,,,,,,
73,26,,2,2,,C,,,,,,,,,,,,,1,1,1
73,26,,2,2,,,,,,,,,,,,,,,,,
73,26,,2,2,,,,,,,,,,,,,,,,,
73,26,,2,2,,,,,,,,,,,,,,,,,
73,26,,,2,,A,,,,,,,,,1,1,,,,,
73,27,,2,,,A,,,,,,,,,,,,,,,
73,27,,2,,,,,,,,,,,,,,,,,,
73,27,,2,,,A,,,,,,,,,,,,,,,
73,27,,2,,,,,,,,,,,,,,,,,,
73,27,,2,,,A,,,,,,,,,,,,,,,
73,27,,2,,,A,,,,,,,,,,,,,,,
73,28,,1,,,A,,,,,,,,,,,,,,,
73,28,,2,,,,,,,,,,,,,,,,,,
73,28,2,,,,A,,,,,,,,,,,,,,,
73,28,,,,,A,,,,,,,,,,1,,,,,
73,29,,,,,A,,,,,,,,,,,,,,,
73,29,,,,2,A,,,,,1,1,,,,,,,,,
73,29,,,2,1,C,,,,,1,1,,,,,,,,,
73,29,,,,2,A,,,,1,,,,,,,,,,,
73,29,,,,2,A,,,,,,,,,1,1,,,,,
73,30,,,,2,A,,,,1,1,1,,,,,,,,,
73,30,,,2,2,A,,,,,,1,,,,,,,,,
73,30,,,,,A,,,,,,,,,,,,,,,
73,30,,,,2,A,,,,,,1,,,,,,,,,
73,30,,,,2,A,,,1,,,1,,,,,,,1,1,1
73,30,,,,2,A,,1,,,,1,,,,,,,1,1,
73,31,,,,2,C,1,1,1,,1,1,,,1,1,,,1,1,1
73,31,,,,2,A,,,,,,,,,,,,,,,
73,31,,,,2,A,,,,,,1,,,,,,,,,
73,31,,,,2,A,,,,,,1,,,,,,,,,
73,31,,,,2,A,,,,,,1,,,,,,,1,,1
73,31,,2,,2,A,,,,,,,,,,,,,,,
73,31,,,,2,A,,,,,,,,,,,,,,,
73,31,,,,2,A,,1,1,,1,1,,,,,,,1,,1
73,32,,2,,2,A,,,,,,,,,,,,,,,
73,32,,,,2,C,,,,,1,1,,,,,,,1,1,1
73,32,,,,2,A,,1,1,1,1,1,,1,1,,1,,,,
73,32,,,,2,A,,,,,1,1,,,,,,,1,,
73,32,,,,2,A,1,1,1,1,1,1,,,,,,,1,,
73,32,,,,2,A,,,,,1,1,,,,,,,1,,1
73,33,,,,,A,,,,,1,1,,,1,1,1,,1,,1
73,33,,,,2,C,1,,,1,1,1,,,1,1,,,1,,
73,33,,,,2,A,,,,,1,1,,,,,,,1,,
73,33,,,,2,A,,,,,1,1,,,,,,,,,
73,33,,2,,2,A,1,,,,1,1,,,,,,,1,,1
73,33,,,,2,,,,,,1,1,,,,,,,1,,1
73,33,,,,2,A,,,,1,1,1,,,,,,,,,
73,34,,,,2,A,,,,,,,,,,,,,,,
73,34,,,,2,,,,,,,,,,,,,,,,
73,34,,,,,A,,,,,,,,,,,,,,,
73,34,,,,,A,,,,,,,,,,,,,,,
73,34,,,,2,,,,,,,,,,,,,,,,
73,34,,,,2,A,,,,,,1,,,,,,,,,
73,35,,,,2,A,,1,1,,1,1,,,,,,,1,,1
73,35,,,,2,A,,,,,,1,,,,,,,1,,
73,36,,,,,A,,,,,,,,,,,,,,,
73,36,,,,2,,,,,,,1,,,,,,,1,,
73,36,,,,2,A,,,,,,1,,,,1,,,1,,
73,36,,,,2,,,,,1,,,,,,,,1,1,,
73,36,,,,2,C,,,,,1,1,,,1,1,,,1,,
73,36,,,,,A,,,,,,,,,,,,,,,
73,36,,,,2,C,1,1,1,1,1,1,,1,1,1,1,,,,
73,37,,,,2,A,,1,,,,1,,,,,,,,,
73,37,,,,,A,,,,,,,,,,,,,,,
73,37,,,,2,A,,,,,,,,,,,,,,,
73,37,,,,2,,,,,,,1,,,,,,,,,
73,37,,,,,A,,,,,,,,,,,,,,,
73,37,,,,2,A,,,,,,,,,,,,,,,
73,38,,,,2,A,,,,,1,1,,,1,1,1,,1,,
73,39,,,,,H,,,,,,,,,,,,,,,
73,40,,,,2,A,,,,1,1,1,,,1,1,,,1,,
73,40,,,,2,C,,,,1,1,1,,,,,,,,,
73,40,,,,2,A,,,,1,1,1,,,,,,,,,
73,40,,,,2,,,,,1,1,1,,,,,,,,,
73,40,,,,2,,,,,,1,1,,,,,,,,,
73,40,,,,2,M,,,,1,1,1,1,,,,,,,,
73,40,,,,2,A,,,,,1,1,,,,,,,,,
73,40,,,,2,A,1,,1,,,,,,,,,,,,
73,40,,,,2,,,,,,1,1,,,,,,,,,
73,41,,,,2,,,,1,,,,,,,,,,,,
73,41,,,,2,A,,,,,,,,,,,,,,,
73,41,,,,2,A,,,,1,,,,,,,,,,,
73,41,,,,2,A,1,1,1,1,1,1,,,,,,,,,
73,41,,,,2,A,,,,1,1,1,,,,,,,,,
73,41,,,,2,A,1,,,1,,1,,,,,,,,,
73,41,,,,2,A,,,,,,1,,,,1,,,,,
73,41,,,,2,,,,,,1,1,,,,,,,,,
73,41,,,,,M,,,,,,,,,,,,,,,
73,41,,,,,A,,,,1,1,1,,,,1,1,,,,
73,41,,,2,2,,,,,1,,1,,,,,,,,,
73,41,,,2,2,A,,,,,,,,,,,,,,,
73,41,,,2,2,,,,,1,,1,,,,,,,,,
73,41,,,2,2,A,,,,1,,1,,,,,,,,,
73,42,,,2,2,A,,,,,,1,,,,,,,,,
73,42,,,2,2,A,,,,,1,1,,,,,,,,,
73,42,,,2,2,,,,,,,,,,,,,,,,
73,42,,,2,,A,1,1,1,1,1,1,,,,,,1,1,1,1
73,42,,,2,,C,,,,1,,,,,,,,,,,
73,42,,,2,,,,,,,,,,,,,,,,,
73,42,,,2,,A,,,,,,,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,A,,,1,,,,,,,,,,,,
73,43,,2,,,C,,,1,1,,1,,,1,1,,1,1,1,1
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,C,,,,1,1,1,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,43,,2,,,A,,,,,,,,,,,,,,,
73,43,,2,,,,,,,,,,,,,,,,,,
73,44,,,,,Z,,,,,,,,,,,,,,,
73,44,,2,,,,,,,,,,,,,,,,,,
73,44,,,,,T,,,,,,,,,,,,,,,
73,44,,,,,C,,,,,,,,,,,,1,1,1,1
73,44,,,5,,,,,,,,,,,,,,,,,
73,44,5,,,,,,,,,,,,,,,,,,,
73,44,,,,,A,,,1,,1,1,,,,,,,,,
73,44,,,,,T,,,,,,,,,,,,,,,
73,44,,,,,Z,,,,,,,,1,,,,,,,
73,44,,,,,A,,,,,,,,,,,,,,,
73,44,,,,,A,,,,,,1,1,,,1,1,,,,
73,44,,,,,A,,,,,,,,,,,,,,,
73,44,,,,,T,,,,,,,,,,,,,,,
73,45,,,,,T,,,,,,,,,,,,,,,
73,45,,2,,,A,,,,,,,,,,,,,1,1,
73,45,,2,,,,,,,,,,,,,,,,,,
73,45,,,,,T,,,,,,,,,,,,,,,
73,45,,,,,A,,,,,,,,,,,,,,,
73,45,,,,,T,,,,,,,,,,,,,,,
73,45,,,,,T,,,,,,,,,,,,,,,
73,45,,,,,A,,,,,,,,,,,,,,,
73,45,,,,,T,,,,,,,,,,,,,,,
73,45,,,,,C,,,,,,,,1,1,1,1,,,,
73,45,,,,,Z,,,,,,,,1,,,,,,,
73,45,,,,,,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,,,,,T,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,1,1,1,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,T,,,,,,,,,,,,,,,
73,46,,2,,,Z,,,,,,,,1,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,2,,,,,,,,,,,,,,,,,,
73,46,,,,,T,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,,,,,,,,,,,,,,,,,,,,
73,46,6,,,,C,1,1,1,,,1,1,,1,1,1,,,,
73,47,,,,,A,,,,,,,,,,,,,,,
73,47,,,,,,,,,,,,,,,,,,,,
73,47,,2,,,,,,,,,,,,,,,,,,
73,47,,,,,C,1,1,1,,,,,,,,,,,,
73,47,,3,,,,,,,,,,,,,,,,,,
73,47,,,,,,,,,,,,,,,,,,,,
73,47,,,,,A,,,,,,,,,,,,,,,
73,47,,,,,A,,,,,,,,,,,,,,,
73,47,,,,,A,,,,,,,,,,,,,,,
73,47,,,,,A,,,,,,,,,,,,,,,
73,47,,,,,A,,,,,,,,,,,,,,,
73,47,,,,,Z,,,,,,,,1,,,,,,,
73,47,,,,,,,,,,,,,,,,,,,,
73,47,,,,,,,,,,,,,,,,,,,,
73,48,,,,,Z,,,,,,,,1,,,,,,,
73,48,,,,,,,,,,,,,,,,,,,,
73,48,,,,,C,,,,,,,,,,,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,49,,,,,C,,,,,,,,,,,,,,,
73,49,,,,3,,,,,,,,,,,,,,,,
73,49,,,,,Z,,,,,,,,1,,1,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,49,,,,,T,,,,,,,,,,,,,,,
73,49,,,,,Z,,,,1,,,,1,,,,,,,
73,49,,,,,T,,,,,,,,,,,,,,,
73,49,,,,,A,,,,,,,,,,,,,1,1,
73,49,,,,,Z,,,,,,,,1,,,,,,,
73,49,,,,,A,,,,,,,,,,,,,,,
73,49,,,,,T,,,,,,,,,,,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,49,,,,,Z,,,,,,,,1,,,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,49,,,,,,,,,,,,,,,,,,,,
73,50,,,,,C,,,,,,,,1,1,1,,,,,
73,50,,,,,,,,,,,,,,,,,,,,
73,50,,,,,,,,,,,,,,,,,,,,
73,50,,,,,A,,,,,,,,,,,,,,,
73,50,,,,2,A,,,,,1,1,,,,,,,1,1,
73,50,,,,,A,,,,,,,,,,,,,,,
73,52,,,,2,C,,,,,1,1,,,1,1,,,,,
73,52,,,,2,,,,,,,,,,,,,,,,
73,53,,,,2,C,,,,,,,,,1,1,,,,,
73,53,,,,2,,,,,,,,,,1,1,,,,,
73,53,,2,2,2,,,,,,,,,,,,,,,,
73,54,,2,2,2,A,,,,,,,,,,,,,,,
73,54,,2,2,2,C,,,,,,,,,,,,,,,
73,55,,2,2,2,A,,,,,,,,,,,,,,,
73,55,,,,,,,,,,,,,,,,,,,,
73,55,,2,2,,C,1,1,1,,1,1,,,,,,,,1,
73,55,,,2,,A,,,,,,,,,,,,,,,
73,55,,,2,,,,,,,,,,,,,,,,,
73,55,,,2,,,,,,,,,,,,,,,,,
73,56,,2,1,,A,,,,,,,,,,,,,,,
73,56,,2,,,A,1,1,1,,,,,,,,,,,,
73,56,,2,,,A,,,,,,,,,,,,,,,
73,56,,2,,,A,,,,,,,,,,,,,,,
73,56,,2,,,,,,,,,,,,,,,,,,
73,57,,2,,,,,,,,,,,,,,,,,,
73,57,,2,,,A,,,,,,,,,,,,,1,1,1
73,57,,2,,,A,,,,,,,,,,,,,1,1,
73,57,,2,,,A,1,1,,,,,,,1,1,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,58,,5,,5,A,,,,,,,,,,,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,58,,,,,A,,,,,,,,,,,,,,,
73,59,,,,,,,,,,,,,,,,,,,,
73,59,,,,,A,,,,,,,,,,,,,,,
73,59,,,,,A,,,,,,,,,,,,,,,
73,59,,,,,A,1,1,1,,1,,,,,,,,1,,
73,59,,,,,A,,,,,,,,,1,,1,,1,,
73,60,,,,,A,,,,,,,,,,,,,,,
73,60,,,,,A,1,1,1,1,1,1,,,1,1,,,1,,1
73,61,,,,1,A,,,1,,,,,,,,,,,,
73,61,,,,1,A,,,,,,,,,1,,,,,,
73,61,,,,,A,,1,1,,,,,,,,,,,,
73,62,,,,,A,1,1,1,,,,,,,,,,1,,
73,64,,,,,A,,,,,,,,,1,1,1,,1,,
73,66,,,,,C,,,,,,,,,1,1,1,,1,,1
73,67,,,,,,,,,1,1,1,,,,,,,,,
73,67,,,,,A,,,,1,1,1,,,,,,,1,,
73,67,,,,,A,,,,,,,,,,,,,,,
73,68,,,,,A,,,,,,,,,,,,,,,
73,68,,,,,A,,,,1,1,1,,,,,,,,,
73,68,,,,1,A,1,1,1,1,1,1,,,,1,,1,1,,1
73,68,,,,1,A,,,,1,1,1,,,,,,,,,
73,70,,,,2,A,,,,1,1,1,,,,,,,,,
73,70,,,,2,C,,,,,,,,,,,,,,,
73,70,,,,2,,,,,,,,,,,,,,,,
73,71,,,,2,A,,,,,1,,,,,,,,,,
73,71,,,,2,,,,,,1,,,,,,,,,,
73,71,,,2,2,A,1,1,1,1,1,1,,,,,,,,,
73,71,,,2,2,A,1,1,1,1,1,1,,,,,,,,1,
73,71,,,2,2,C,1,1,1,1,1,1,,,1,1,1,,1,1,1
73,71,,,2,2,,,,,1,1,1,,,,,,,,,
73,72,,,2,2,,,,,1,,1,,,,,,,,,
73,72,,,2,2,H,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
73,72,2,2,2,2,C,,,,,,,,1,1,1,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,C,,,,,,,,,,,,,,,
73,73,2,2,2,2,A,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,A,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,73,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,A,,,,,,,,,,,,,,,
73,74,2,2,2,2,A,,,,,,,,,,,,,,,
73,74,2,2,2,2,C,,,1,,,,,,,1,,1,1,1,1
73,74,2,2,2,2,C,,,,,,,,,,,,,,,
73,74,2,2,2,2,T,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,,,,,,,,,,,,,,,,
73,74,2,2,2,2,M,,,,,,,,,,,,,,,
73,74,2,2,2,2,A,,,,,,,,,,,,,,,
73,75,2,2,2,2,T,,,,,,,,,,,,,,,
73,75,2,2,2,2,M,,,,,,,,1,1,1,,,,,
73,75,2,2,2,2,M,,,,,,,,,,,,,,,
73,75,2,2,2,2,A,,,,,,,,,,,,,,,
73,75,2,2,2,2,M,,,,,,,,,,,,,,,
73,75,2,2,2,2,,,,,,,,,,,,,,,,
73,75,2,2,2,2,A,,,1,,1,1,,,1,1,,,,,
73,75,2,2,2,2,,,,,,,,,,,,,,,,
73,75,2,2,2,2,M,,,,,,,,,,,,,,,
73,75,2,2,2,2,C,,,,,,,,,,,,,,,
73,75,2,2,2,2,C,,,,1,1,,,,,,,,,,
73,75,2,2,2,2,,,,,,,,,,,,,,1,1,
73,75,2,2,2,2,,,,,,,,,,,,,,,,
73,75,2,2,2,2,M,,,,,,,,,,,,,,,
73,75,2,2,2,2,M,,,,,,,,,,,,,,,
73,75,2,2,2,2,T,,,,,,,,,,,,,,,
73,76,2,2,2,2,M,,,,,,,,,,,,,,,
73,76,2,2,2,2,M,,,,,,,,,,,,,,,
73,76,2,2,2,2,,,,,,,,,,,,,,,,
73,76,2,2,2,2,,,,,,,,,,,,,,,,
73,76,2,2,2,2,M,,,,,,,,,,,,,,,
73,76,2,2,,,C,1,1,1,,1,,,,1,1,,1,1,1,1
73,76,,2,,,T,,,,,,,,,,,,,,,
73,76,,2,,,M,,,,,,,,,,,,,,,
73,76,,2,,,M,,,,,,,,,,,,,,,
73,76,,2,1,,,,,,,,,,,,,,,,,
73,76,,2,,,M,,,,,,,,,,,,,,,
73,76,,2,2,,T,,,,,,,,,,,,,,,
73,76,,2,2,,M,,,,,,,,,,,,,,,
73,76,,2,2,,M,,,,,,,,,,,,,,,
73,77,,2,,,T,,,,,,,,,,,,,,,
73,77,,2,,,M,,,,,,,,,,,,,,,
73,77,,2,,,T,,,,,,,,,,,,,,,
73,77,,2,,,M,,,,,,,,,,,,,,,
73,77,,2,,,,,,,,,,,,,,,,,,
73,78,,,,,,1,,1,,,,,,,,,,,,
73,78,,,,,M,1,1,1,1,1,1,,1,1,1,,,,,
73,78,,,,,C,,,,,,,,,,,,1,1,1,1
73,78,,,2,,A,1,1,1,1,1,1,,1,1,1,,,,,
73,78,,,,,M,,,,,,,,,,,,,,,
73,78,,,,,M,,,,,,,,,,,,,,,
73,79,,,,,C,,,,1,,,,1,,,,1,,,
73,79,,,,,T,,,,,,,,,,,,,,,
73,79,6,,,6,C,,,,1,1,1,,,,,,,,,
73,79,,,,,T,,,,,,,,,,,,,,,
73,79,,,,,C,,,,,,,,,,,,1,,,
73,80,,2,,2,,,,,,,,,,,,,,,,
73,81,,,,2,A,,,,,,,,,,,,,,,
73,81,,,,2,C,,,,,,,,,,,,,,,
73,81,,,,2,M,,,,,,,,,,,,,,,
73,81,,,,2,C,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
73,81,,,,2,,,,,,1,1,,,1,1,1,,,,
73,81,,,,2,,1,1,,,,,,,,,,,,,
73,81,,,,2,A,,,,,,,,,,,,,,,
73,82,,,,2,,1,1,,1,1,1,,1,1,1,,,,,
73,82,,,,2,A,,,,1,1,1,,,,,,,,,
73,82,,,,2,A,1,1,1,,1,1,,,1,1,,,,,
73,82,,,,2,C,,,,,,,,,,,,,,,
73,82,6,,,2,C,,,,,,1,1,1,,1,1,,,,
